"Customer Loyalty ID","Gender","Geographic Region","Loyalty Status","Neigborhood Cluster-55 Level","Neighborhood Cluster-7 Level","Television Region","Affluence Grade","Age","Frequency","Frequency Percent","Loyalty Card Tenure","Organics Purchase Count","Organics Purchase Indicator","Total Spend"
"0010114394","F","Midlands","Silver","08","B","East","10",".","1","0.00%","8","1","1","100.01"
"0010114475","M","North","Silver","35","D","N West","4","64","1","0.00%","6","0","0","1000"
"0010115463","M","Scottish","Silver","34","D","C Scotland","5","38","1","0.00%","5","1","1","1250"
"0010115846","M","South East","Gold","31","D","London","7","60","1","0.00%","2","0","0","6000"
"0010116818","M","Midlands","Gold","05","B","Wales & West","10","44","1","0.00%","6","1","1","18000"
"0010116974","M","South East","Tin","28","D","S & S East","9","60","1","0.00%","7","0","0","0.01"
"0010117261","F","South East","Tin","19","C","London","7","34","1","0.00%","5","0","0","0.01"
"0010118128","","South East","Silver","27","D","London","3","60","1","0.00%","7","0","0","5000"
"0010121455","M","North","Tin","17","C","Yorkshire","12","40","1","0.00%","4","0","0","0.01"
"0010121900","F","Scottish","Gold","27","D","Border","8","56","1","0.00%","1","0","0","7357.9"
"0010122591","F","South East","Platinum","32","D","S & S East","7","66","1","0.00%","3","0","0","20399.2"
"0010123148","","Midlands","Silver","37","E","Midlands","10","67","1","0.00%","5","0","0","3000"
"0010123555","F","North","Tin","25","C","N East","11","51","1","0.00%","5","0","0","0.01"
"0010124594","F","South East","Silver","14","B","London","13","62","1","0.00%","9","1","1","1530"
"0010125043","F","South East","Tin","","","S & S East","5","40","1","0.00%","7","0","0","0.01"
"0010125663","F","Midlands","Tin","38","E","Midlands","14","43","1","0.00%","5","0","0","0.01"
"0010125868","U","North","Gold","01","A","N West","11","21","1","0.00%","2","0","0","6000"
"0010127070","","South West","Tin","46","F","S West","8","41","1","0.00%","8","0","0","0.01"
"0010127429","F","Midlands","Tin","51","F","Midlands","7","45","1","0.00%","6","0","0","0.01"
"0010128344","M","South East","Gold","","","London","13","58","1","0.00%","7","0","0","12053.35"
"0010129111","F","South East","Gold","37","E","London","7","65","1","0.00%","2","0","0","6000"
"0010129367","M","Midlands","Gold","03","A","Midlands",".","79","1","0.00%","2","0","0","6000"
"0010129847","F","Midlands","Tin","28","D","Wales & West","4","31","1","0.00%","8","0","0","0.01"
"0010130012","U","Midlands","Tin","50","F","East","4","53","1","0.00%","5","0","0","0.01"
"0010130527","U","Midlands","Silver","","","Wales & West","14","32","1","0.00%","9","0","0","1000"
"0010131698","F","South East","Silver","36","E","London","10","70","1","0.00%","4","0","0","2500"
"0010132023","U","South East","Gold","10","B","London","7","77","1","0.00%","4","0","0","9500"
"0010132333","M","South East","Gold","06","B","S & S East","8","43","1","0.00%","5","0","0","6053.35"
"0010132740","F","North","Platinum","23","C","Yorkshire","9","62","1","0.00%","2","0","0","21000"
"0010132953","M","North","Gold","13","B","N East","5","67","1","0.00%","2","0","0","12000"
"0010134417","","South East","Gold","26","C","London","8","50","1","0.00%","8","0","0","10884.25"
"0010134700","F","South East","Tin","44","E","London","10","28","1","0.00%","7","0","0","0.01"
"0010135707","F","North","Tin","","","N West","7",".","1","0.00%","5","0","0","0.01"
"0010135839","M","Scottish","Gold","20","C","C Scotland","9","62","1","0.00%","16","0","0","10000"
"0010135952","U","Midlands","Tin","52","F","East","5","53","1","0.00%","5","0","0","0.01"
"0010136789","M","South East","Silver","51","F","London","8","35","1","0.00%","9","1","1","50"
"0010137211","F","Midlands","Silver","38","E","Midlands","12","33","1","0.00%","1","0","0","600"
"0010139168","F","","Tin","32","D","","9","46","1","0.00%","4","0","0","0.01"
"0010139478","F","Midlands","Silver","09","B","Midlands","5","64","1","0.00%","6","0","0","1000"
"0010140964","","Midlands","Silver","35","D","Wales & West","6","68","1","0.00%","4","0","0","1000"
"0010141642","U","North","Tin","51","F","N West","5",".","1","0.00%","5","0","0","0.01"
"0010141928","M","North","Silver","22","C","Yorkshire","8","72","1","0.00%","11","0","0","866.88"
"0010142770","","South East","Silver","18","C","London","11","42","1","0.00%","1","2","1","1200"
"0010144099","F","North","Tin","46","F","Yorkshire","13","28","1","0.00%","4","1","1","0.01"
"0010144714","F","South East","Silver","03","A","London","8","55","1","0.00%","6","0","0","3000"
"0010144765","F","South West","Silver","35","D","S West","8","35","1","0.00%","1","0","0","500"
"0010147047","F","North","Tin","10","B","N West","6","44","1","0.00%","5","1","1","0.01"
"0010148817","M","Midlands","Gold","","","Ulster","4","66","1","0.00%","3","0","0","9000"
"0010148957","","Scottish","Tin","52","F","C Scotland","5","60","1","0.00%","4","0","0","0.01"
"0010149228","F","North","Tin","17","C","N West","7","48","1","0.00%","5","0","0","0.01"
"0010149589","F","Midlands","Silver","38","E","Midlands","7","55","1","0.00%","9","0","0","500"
"0010149651","F","South East","Tin","41","E","London","10","50","1","0.00%","8","0","0","0.01"
"0010149783","M","Midlands","Tin","32","D","Midlands","13","43","1","0.00%","7","1","1","0.01"
"0010149864","M","South East","Gold","14","B","London","10","68","1","0.00%","6","0","0","7053.35"
"0010150676","F","Midlands","Gold","51","F","East",".","69","1","0.00%","1","0","0","6000"
"0010152229","F","South East","Silver","53","F","London",".","44","1","0.00%","4","1","1","50"
"0010152423","F","Midlands","Tin","24","C","East","12","49","1","0.00%","4","1","1","0.01"
"0010154779","M","South East","Gold","28","D","London","15","57","1","0.00%","9","0","0","5180"
"0010155295","F","North","Silver","10","B","N East","2","77","1","0.00%","0","0","0","1000"
"0010156097","F","North","Tin","23","C","N West","6",".","1","0.00%","5","0","0","0.01"
"0010156399","F","South East","Silver","27","D","London","14","39","1","0.00%","8","1","1","420"
"0010157026","M","Midlands","Gold","45","E","Wales & West","10",".","1","0.00%","9","0","0","16991.89"
"0010157662","M","North","Silver","41","E","N West","12","52","1","0.00%","3","0","0","600"
"0010158170","M","South East","Silver","21","C","London","17","39","1","0.00%","7","3","1","5000"
"0010158359","F","South East","Tin","22","C","S & S East","5",".","1","0.00%","5","0","0","0.01"
"0010159568","F","Scottish","Tin","51","F","N Scot","7","34","1","0.00%","5","0","0","0.01"
"0010160930","M","South East","Silver","27","D","London","1","50","1","0.00%","11","0","0","2000"
"0010161783","M","North","Silver","04","A","N West","7","46","1","0.00%","5","0","0","1400"
"0010163743","F","South East","Gold","19","C","S & S East","8","55","1","0.00%","8","0","0","12000"
"0010166262","F","North","Gold","25","C","N West","9","55","1","0.00%",".","0","0","14166.61"
"0010167803","F","","Platinum","18","C","","7","73","1","0.00%","9","0","0","25257.46"
"0010168702","F","Midlands","Gold","22","C","East","9","61","1","0.00%","12","1","1","7500"
"0010168842","M","Midlands","Tin","37","E","Midlands","6",".","1","0.00%","9","0","0","0.01"
"0010169377","F","South East","Tin","25","C","London","15","49","1","0.00%","11","2","1","0.01"
"0010169881","F","Scottish","Gold","38","E","N Scot","6","43","1","0.00%","2","1","1","6000"
"0010171746","F","South East","Gold","14","B","London","4",".","1","0.00%","21","0","0","12000"
"0010171959","U","South East","Tin","25","C","London","8","48","1","0.00%","8","0","0","0.01"
"0010173900","M","Midlands","Silver","12","B","East","6","51","1","0.00%","5","0","0","600"
"0010173951","M","Midlands","Gold","49","F","East","6","52","1","0.00%","8","0","0","6000.01"
"0010174567","F","Scottish","Silver","46","F","N Scot","5","43","1","0.00%","3","1","1","5000"
"0010174656","F","North","Tin","23","C","N West","17","27","1","0.00%","5","1","1","0.01"
"0010175369","M","Midlands","Tin","20","C","Midlands","6","69","1","0.00%","9","0","0","0.01"
"0010176969","F","Midlands","Gold","33","D","Midlands","11","61","1","0.00%","2","0","0","12000"
"0010177353","F","North","Silver","24","C","N West","10","43","1","0.00%","5","1","1","5000"
"0010177531","F","South East","Tin","46","F","S & S East","6","39","1","0.00%","4","0","0","0.01"
"0010177663","M","Midlands","Platinum","27","D","East","7","66","1","0.00%","1","0","0","30000"
"0010178406","","North","Gold","30","D","N West","4","78","1","0.00%","8","0","0","12000.02"
"0010178775","M","North","Tin","23","C","Yorkshire","10","47","1","0.00%","5","0","0","0.01"
"0010179666","M","Midlands","Silver","27","D","Wales & West","9","47","1","0.00%","1","0","0","3000"
"0010179933","M","North","Gold","51","F","N West",".","39","1","0.00%","1","0","0","15000"
"0010180524","F","Scottish","Tin","02","A","N Scot","9","67","1","0.00%","5","0","0","0.01"
"0010180869","M","Midlands","Silver","25","C","Wales & West","7",".","1","0.00%","4","0","0","1000"
"0010181393","F","Midlands","Tin","27","D","East","9","42","1","0.00%","8","1","1","0.01"
"0010181458","M","Midlands","Silver","09","B","Midlands","6","56","1","0.00%","1","0","0","3000"
"0010181601","F","South East","Silver","51","F","S & S East",".","42","1","0.00%","8","1","1","0.02"
"0010181970","F","South East","Silver","10","B","London","8","68","1","0.00%","11","0","0","50"
"0010183159","F","North","Silver","25","C","N West","7","48","1","0.00%","8","0","0","600.01"
"0010183442","F","North","Tin","28","D","Yorkshire","8","46","1","0.00%","5","0","0","0.01"
"0010183884","F","North","Gold","17","C","N East","7","48","1","0.00%","2","0","0","6000"
"0010184074","M","Midlands","Silver","14","B","East","16","37","1","0.00%","9","1","1","75.01"
"0010184465","F","South East","Silver","02","A","S & S East","6","54","1","0.00%","1","0","0","1000"
"0010184651","","Midlands","Silver","05","B","East","9","37","1","0.00%","9","0","0","470"
"0010184716","M","North","Gold","17","C","N East","10","65","1","0.00%","26","0","0","10598.78"
"0010185291","F","Scottish","Silver","04","A","C Scotland","10","44","1","0.00%","1","1","1","2000"
"0010185690","F","Midlands","Tin","33","D","Wales & West","9","36","1","0.00%","7","1","1","0.01"
"0010185976","U","South East","Tin","08","B","London","9","62","1","0.00%","7","0","0","0.01"
"0010186409","F","North","Tin","42","E","Yorkshire",".","41","1","0.00%","5","0","0","0.01"
"0010187162","F","Scottish","Gold","49","F","C Scotland","9","68","1","0.00%","20","0","0","8500"
"0010187235","M","Midlands","Tin","51","F","East","6",".","1","0.00%","5","0","0","0.01"
"0010187456","F","South East","Silver","38","E","S & S East","9","37","1","0.00%","1","0","0","900"
"0010187928","F","North","Tin","35","D","N West","12","30","1","0.00%","5","0","0","0.01"
"0010187979","F","North","Tin","53","F","Yorkshire","7","78","1","0.00%","4","1","1","0.01"
"0010188525","M","South East","Gold","01","A","London","10","77","1","0.00%","8","1","1","12500"
"0010189572","M","South East","Silver","08","B","London","5","78","1","0.00%","32","0","0","5000"
"0010189661","M","South West","Platinum","45","E","S West","10","74","1","0.00%","15","1","1","46445.22"
"0010191801","U","Midlands","Silver","50","F","East","6",".","1","0.00%","9","0","0","500"
"0010192476","F","South East","Gold","04","A","London","4","65","1","0.00%","2","0","0","6000"
"0010192557","F","Midlands","Gold","55","U","East","11","54","1","0.00%","6","0","0","18106.69"
"0010193332","M","Midlands","Gold","18","C","Midlands","7",".","1","0.00%","8","0","0","9600"
"0010193405","F","Midlands","Tin","22","C","Midlands","9","49","1","0.00%","4","1","1","0.01"
"0010193499","F","Scottish","Tin","47","F","C Scotland","6",".","1","0.00%","5","1","1","0.01"
"0010194215","","Midlands","Gold","05","B","Midlands","4","54","1","0.00%","5","0","0","6000"
"0010194398","U","South East","Silver","19","C","London","6","42","1","0.00%","9","0","0","300"
"0010194630","F","Midlands","Silver","02","A","Midlands","9","59","1","0.00%","8","1","1","2000"
"0010194819","","Midlands","Tin","51","F","Midlands","10",".","1","0.00%","8","0","0","0.01"
"0010195300","F","Midlands","Silver","45","E","East","11","56","1","0.00%","5","0","0","480"
"0010195378","F","Midlands","Silver","47","F","Midlands","7","49","1","0.00%","5","0","0","100.01"
"0010196048","F","South East","Gold","41","E","S & S East","9","68","1","0.00%","6","1","1","15000"
"0010196145","F","Midlands","Silver","19","C","Midlands","6","37","1","0.00%","4","1","1","500"
"0010196463","F","South East","Gold","20","C","London","10","52","1","0.00%","3","0","0","6000"
"0010196617","M","","Silver","17","C","","14","56","1","0.00%","5","0","0","3000"
"0010198539","","North","Tin","32","D","Yorkshire","24","37","1","0.00%","4","2","1","0.01"
"0010198784","F","South East","Silver","03","A","London","11","46","1","0.00%","9","0","0","500"
"0010199292","F","Midlands","Gold","22","C","East","10","32","1","0.00%","4","0","0","6000"
"0010199373","M","South West","Tin","15","B","S West","7","65","1","0.00%","8","0","0","0.01"
"0010200436","U","Scottish","Gold","16","C","C Scotland","9","52","1","0.00%","3","0","0","8400"
"0010200584","F","South East","Gold","03","A","London","10","63","1","0.00%","9","0","0","12000"
"0010201068","M","Midlands","Tin","33","D","Midlands","8","39","1","0.00%","8","1","1","0.01"
"0010201734","F","Scottish","Silver","23","C","C Scotland","8","63","1","0.00%","9","0","0","500.01"
"0010201904","F","Midlands","Silver","37","E","Midlands","12","49","1","0.00%","8","1","1","3000"
"0010202072","","Midlands","Silver","19","C","East","13",".","1","0.00%","3","0","0","3000"
"0010203834","F","North","Silver","37","E","N West",".","49","1","0.00%","5","0","0","0.02"
"0010204954","","Midlands","Tin","18","C","East","7","77","1","0.00%","13","0","0","0.01"
"0010205012","M","Midlands","Silver","23","C","Midlands","10","61","1","0.00%","5","0","0","2500"
"0010205861","U","North","Tin","35","D","N West","7","35","1","0.00%","5","0","0","0.01"
"0010206825","M","South East","Gold","27","D","London","6",".","1","0.00%","5","0","0","6000"
"0010209182","M","North","Gold","","","N West","5","76","1","0.00%","2","0","0","12000"
"0010209514","M","South East","Gold","04","A","S & S East","5","56","1","0.00%","1","0","0","6000"
"0010209921","F","North","Silver","16","C","N East","5","61","1","0.00%","5","1","1","4000"
"0010210288","F","South East","Silver","22","C","London","14","36","1","0.00%","8","0","0","1000"
"0010210539","M","South East","Gold","40","E","London","11","70","1","0.00%","14","0","0","6000"
"0010211128","","Midlands","Silver","37","E","East","3","77","1","0.00%","5","0","0","2000"
"0010211268","F","Midlands","Silver","18","C","Midlands",".",".","1","0.00%","9","0","0","3000"
"0010212205","F","South East","Silver","51","F","S & S East","6",".","1","0.00%","1","0","0","97.17"
"0010212655","F","South East","Tin","10","B","London",".",".","1","0.00%","6","0","0","0.01"
"0010213538","","South East","Tin","20","C","London","5","46","1","0.00%","5","0","0","0.01"
"0010213791","F","Midlands","Gold","","","Midlands","7","59","1","0.00%","9","0","0","5400"
"0010214119","F","Scottish","Silver","52","F","N Scot","4","42","1","0.00%","8","0","0","0.02"
"0010214917","F","Midlands","Tin","49","F","Midlands","11",".","1","0.00%","8","0","0","0.01"
"0010215549","F","Midlands","Silver","13","B","East","10","71","1","0.00%","11","0","0","4525"
"0010216383","F","North","Silver","10","B","Yorkshire","10","53","1","0.00%","9","0","0","600"
"0010216634","M","South West","Platinum","06","B","S West","8","74","1","0.00%","11","0","0","41000"
